CustomerKey,Gender,Name,City,State,Country,Continent,Birthday,Age
249893,Female,Mary Simms,Kamloops,British Columbia,Canada,North America,1938-07-26,86
249956,Female,Brittany Grizzard,Edmonton,Alberta,Canada,North America,1971-07-30,53
250052,Male,Justin Champion,Niagara Falls,Ontario,Canada,North America,1976-12-01,47
250176,Male,Charles Cooper,Toronto,Ontario,Canada,North America,1993-08-08,31
250194,Male,Christopher Jones,Chilliwack,British Columbia,Canada,North America,1955-01-12,69
250739,Female,Anna Howe,Penticton,British Columbia,Canada,North America,1974-09-23,49
250804,Male,Rafael Scott,Ottawa,Ontario,Canada,North America,1940-09-28,83
250824,Male,Brian McAtee,Stoney Creek,Ontario,Canada,North America,1954-05-17,70
250884,Male,Kyle Askins,Brampton,Ontario,Canada,North America,1948-03-04,76
250944,Male,Dallas Hudson,Welland,Ontario,Canada,North America,1976-03-01,48
250990,Male,Dan Grainger,Sudbury,Ontario,Canada,North America,1947-08-23,76
251045,Female,Catherine Carter,Longueuil,Quebec,Canada,North America,1936-12-19,87
251069,Male,Roy Peterson,Nanaimo,British Columbia,Canada,North America,1942-10-28,81
251084,Female,Mary Dejean,Bonaventure,Quebec,Canada,North America,1950-07-25,74
251252,Male,Frank Harris,Estevan,Saskatchewan,Canada,North America,1995-05-18,29
251282,Male,Philip Holley,Calgary,Alberta,Canada,North America,1976-05-13,48
251344,Male,Charles Rosa,Toronto,Ontario,Canada,North America,1990-04-01,34
251587,Male,Gregory West,Unionville,Ontario,Canada,North America,1935-07-26,89
251670,Male,Dennis Barnett,Hamilton,Ontario,Canada,North America,1956-06-24,68
252272,Female,Brenda Fairley,Cobalt,Ontario,Canada,North America,1981-02-11,43
252545,Male,Michael Gabriel,Ottawa,Ontario,Canada,North America,1945-07-15,79
252611,Female,Kris Crist,Ottawa,Ontario,Canada,North America,1954-07-03,70
252662,Male,Antonio Baker,Nanaimo,British Columbia,Canada,North America,1947-10-22,76
252769,Male,Charles Edwards,Montreal,Quebec,Canada,North America,1984-05-01,40
253141,Male,Tony Ricardo,New Westminster,British Columbia,Canada,North America,1954-09-01,69
253233,Female,Elva Wong,Port Perry,Ontario,Canada,North America,1962-12-13,61
253278,Male,Robert Tice,Vancouver,British Columbia,Canada,North America,1985-09-15,38
253281,Female,Mary Veit,Windsor,Ontario,Canada,North America,1976-11-28,47
253377,Male,Clifford McCoy,Chatham,Ontario,Canada,North America,1963-04-07,61
253505,Female,Sherry Frazier,Kensington,Prince Edward Island,Canada,North America,1981-07-26,43
253567,Male,Samuel Benavides,Vancouver,British Columbia,Canada,North America,1936-10-02,87
253632,Female,Patricia Mott,Creelman,Saskatchewan,Canada,North America,1949-04-11,75
253813,Female,Chasity Bailey,Edmonton,Alberta,Canada,North America,1979-01-13,45
254142,Male,Thomas Abbas,Ottawa,Ontario,Canada,North America,1981-08-07,43
254265,Male,Greg Koch,Yellowknife,Northwest Territories,Canada,North America,1973-04-27,51
254331,Male,Jerrell Stepp,Hamilton,Ontario,Canada,North America,1980-07-27,44
254402,Female,Donna Jones,Radway,Alberta,Canada,North America,1951-12-03,72
254407,Male,Herman Wiley,Quebec,Quebec,Canada,North America,1982-05-13,42
254540,Female,Hazel Skiles,Peterborough,Ontario,Canada,North America,1988-06-10,36
254779,Female,Susan Brewster,Guelph,Ontario,Canada,North America,2000-08-14,24
254795,Female,Virginia Lawson,London,Ontario,Canada,North America,1993-09-13,30
254816,Female,Ida Martin,Sherbrooke,Quebec,Canada,North America,1978-02-20,46
254825,Female,Barbara Singleton,Edmonton,Alberta,Canada,North America,1981-10-07,42
254861,Male,Richard Gonzales,Montreal,Quebec,Canada,North America,1989-06-11,35
255089,Male,John Smith,Ottawa,Ontario,Canada,North America,1956-08-03,68
255161,Female,Julia Stripling,Ajax,Ontario,Canada,North America,1990-12-11,33
255267,Female,Nenita Thibodeau,St Catharines,Ontario,Canada,North America,1956-03-16,68
255284,Male,Jose Baker,Palgrave,Ontario,Canada,North America,1994-05-28,30
255295,Female,Meggan Zoeller,Holdfast,Saskatchewan,Canada,North America,1963-11-13,60
255312,Male,Gerald Comer,Vancouver,British Columbia,Canada,North America,1939-10-23,84
255406,Female,Mary McKee,Calgary,Alberta,Canada,North America,1936-06-14,88
255479,Male,Joel Martinez,Ile Perrot,Quebec,Canada,North America,1950-04-09,74
255536,Male,William Eley,Victoria,British Columbia,Canada,North America,1968-01-13,56
255723,Male,Manuel Hohn,Toronto,Ontario,Canada,North America,1940-05-29,84
255882,Male,David Gooden,Ste Eulalie,Quebec,Canada,North America,1987-01-09,37
256114,Female,Rose Willis,Ottawa,Ontario,Canada,North America,1984-09-04,39
256411,Male,Matt Lussier,Vancouver,British Columbia,Canada,North America,1992-06-27,32
256475,Male,Johnny Sanders,West Vancouver,British Columbia,Canada,North America,1962-03-19,62
256526,Male,James Rogers,Barrie,Ontario,Canada,North America,1936-06-10,88
256531,Male,Carson Jones,Quebec,Quebec,Canada,North America,1998-06-18,26
256789,Male,Kenneth Hutchings,Ottawa,Ontario,Canada,North America,1960-07-26,64
256828,Male,Thomas Hires,Provost,Alberta,Canada,North America,1960-11-25,63
256837,Male,Emmett Irving,Timmins,Ontario,Canada,North America,1964-07-25,60
257031,Female,Raquel Coughlan,SACKVILLE,Nova Scotia,Canada,North America,1998-05-23,26
257225,Male,Samuel Oubre,Oakville,Ontario,Canada,North America,1936-03-13,88
257471,Male,Simon Moten,Thunder Bay,Ontario,Canada,North America,1976-01-25,48
257642,Female,Sandra Fernandez,Toronto,Ontario,Canada,North America,1955-03-07,69
258135,Female,Holly Cooper,Contrecoeur,Quebec,Canada,North America,2001-05-02,23
258236,Male,Jon Kelsey,Toronto,Ontario,Canada,North America,1973-07-28,51
258316,Male,Sean Borunda,Vernon,British Columbia,Canada,North America,1965-04-30,59
258429,Female,Julia Woods,Montreal,Quebec,Canada,North America,1944-04-26,80
258702,Male,Joshua Anderson,Montreal,Quebec,Canada,North America,1978-05-02,46
259102,Female,Traci McIntyre,Waterdown,Ontario,Canada,North America,1956-02-22,68
259221,Female,Josephine Hudson,Regina,Saskatchewan,Canada,North America,1983-09-02,40
259407,Male,Aaron Johnson,Toronto,Ontario,Canada,North America,1971-03-06,53
259411,Female,Mary Eddins,Listowel,Ontario,Canada,North America,1984-10-26,39
259457,Male,Nicholas Gordon,Victoria,British Columbia,Canada,North America,1982-07-09,42
259615,Male,James Gunter,Terrace,British Columbia,Canada,North America,1987-12-08,36
259651,Male,Jae Conwell,Liverpool,Nova Scotia,Canada,North America,1999-10-05,24
259681,Female,Jane Dildy,Huntsville,Ontario,Canada,North America,1939-05-29,85
259842,Female,Jonell Beauford,Newmarket,Ontario,Canada,North America,1977-07-21,47
260002,Female,Marjorie Valero,Malton,Ontario,Canada,North America,1999-12-08,24
260031,Male,Clarence Fulford,Sechelt,British Columbia,Canada,North America,1936-11-15,87
260206,Male,Gregory Albritton,Toronto,Ontario,Canada,North America,1963-05-04,61
260373,Male,Orlando Mayo,Montreal,Quebec,Canada,North America,1945-12-24,78
260521,Female,Mary Flowers,St Catharines,Ontario,Canada,North America,1998-11-30,25
260889,Male,Lynn Fifer,Orillia,Ontario,Canada,North America,1965-11-28,58
261059,Male,Jim Smith,Toronto,Ontario,Canada,North America,1946-05-24,78
261086,Female,Beverly Hirth,St Catharines,Ontario,Canada,North America,1965-03-21,59
261099,Female,Karen Watson,Calgary,Alberta,Canada,North America,1955-08-24,68
261111,Male,Edward Harkins,Ottawa,Ontario,Canada,North America,1966-09-01,57
261122,Male,Mike Defilippo,Etzikom,Alberta,Canada,North America,1979-01-21,45
261199,Female,Zelda Sessoms,New Westminster,British Columbia,Canada,North America,1981-04-12,43
261256,Male,Marcus Johnson,Toronto,Ontario,Canada,North America,1990-04-03,34
261272,Female,Alice Poe,Concession,Nova Scotia,Canada,North America,1975-05-30,49
261275,Female,Pamela Solomon,Malton,Ontario,Canada,North America,2001-02-21,23
261295,Female,Sandra Iglesias,Windsor,Ontario,Canada,North America,1958-03-20,66
261356,Male,Thomas Mull,Saskatoon,Saskatchewan,Canada,North America,1991-11-18,32
261498,Female,Josephine Guillotte,Penticton,British Columbia,Canada,North America,1947-04-04,77
261558,Male,Donald Burke,Calgary,Alberta,Canada,North America,1971-06-20,53
261669,Male,Jason Lukasik,Clearwater,British Columbia,Canada,North America,1979-04-04,45
261686,Male,Francis Parker,Ladysmith,British Columbia,Canada,North America,1976-03-18,48
261840,Male,Thomas Lim,Calgary,Alberta,Canada,North America,1974-04-15,50
261910,Male,Donald Li,Ottawa,Ontario,Canada,North America,1980-05-31,44
262037,Female,Patricia Johnson,Stirling,Alberta,Canada,North America,1980-12-11,43
262050,Female,Misty Hedgepeth,Ville Le Gardeur,Quebec,Canada,North America,1945-06-07,79
262052,Female,Jean Egbert,Trois Rivieres,Quebec,Canada,North America,1936-12-11,87
262089,Female,Dianna Vosburg,Toronto,Ontario,Canada,North America,1983-04-12,41
262393,Female,Yetta Whitaker,Victoria,British Columbia,Canada,North America,1949-10-18,74
262645,Female,Rachael Lawson,Belleville,Ontario,Canada,North America,1952-07-17,72
262761,Male,Adam Perez,Port Hope,Ontario,Canada,North America,1965-04-23,59
262788,Male,Marc Rupert,Hespeler,Ontario,Canada,North America,1938-05-21,86
262802,Female,Mozelle Orth,London,Ontario,Canada,North America,1994-03-14,30
262821,Female,Gina Lucas,Charlottetown,Nova Scotia,Canada,North America,1992-08-18,31
262871,Male,Roy Le,Merrickville,Ontario,Canada,North America,1981-04-07,43
263011,Male,Paul Wahl,Cambridge Bay,Northwest Territories,Canada,North America,1980-08-12,44
263308,Male,Theodore Hickey,Brantford,Ontario,Canada,North America,1978-10-17,45
263373,Male,Daniel Shirey,Lethbridge,Alberta,Canada,North America,1990-08-15,34
263446,Male,Micheal Harms,Thunder Bay,Ontario,Canada,North America,1958-07-26,66
263808,Female,Catherine Guidry,Jansen,Saskatchewan,Canada,North America,1942-09-14,81
264228,Female,Dorothy Key,Montreal,Quebec,Canada,North America,1982-12-04,41
264451,Female,Elizabeth Lovell,North Vancouver,British Columbia,Canada,North America,1986-01-27,38
264515,Female,Frances Hale,Kelowna,British Columbia,Canada,North America,1937-09-09,86
264632,Female,Patricia Steeves,Salmo,British Columbia,Canada,North America,1955-06-10,69
264640,Male,Roscoe Becker,Toronto,Ontario,Canada,North America,1993-07-17,31
264718,Female,Rebecca Scheffel,Decker Lake,British Columbia,Canada,North America,1935-08-22,88
264866,Female,Shantell Freeman,Courtenay,British Columbia,Canada,North America,1955-07-19,69
265007,Male,John Clark,Toronto,Ontario,Canada,North America,1950-01-07,74
265326,Male,Hassan Taylor,Edmonton,Alberta,Canada,North America,1938-03-23,86
265483,Female,Patricia Mitchell,Brockville,Ontario,Canada,North America,2001-07-15,23
265593,Male,Fred Eddy,Saskatoon,Saskatchewan,Canada,North America,1980-04-20,44
265598,Male,Tyler Vaught,London,Ontario,Canada,North America,1971-03-23,53
265666,Male,Amos Gibbs,Port Hardy,British Columbia,Canada,North America,1953-01-15,71
265704,Male,Donald Velez,Calgary,Alberta,Canada,North America,1979-05-16,45
265712,Female,Margarita Blumberg,Toronto,Ontario,Canada,North America,1939-07-01,85
265807,Male,Jason Elgin,Hamilton,Ontario,Canada,North America,1955-10-25,68
265825,Female,Beatrice Figueroa,Oshawa,Ontario,Canada,North America,1971-07-29,53
265864,Male,Alan Depasquale,Grand Centre,Alberta,Canada,North America,1951-12-24,72
266019,Female,Joan Roche,Red Deer,Alberta,Canada,North America,1962-08-24,61
266212,Male,Anthony Taulbee,Montreal,Quebec,Canada,North America,1975-04-22,49
266254,Female,Gina Ward,Calgary,Alberta,Canada,North America,1965-03-13,59
266399,Male,Robert Wagner,Fort Vermilion,Alberta,Canada,North America,1999-05-15,25
266492,Female,Glenn Valdez,Calgary,Alberta,Canada,North America,1948-08-02,76
266658,Male,David Lee,Innerkip,Ontario,Canada,North America,1987-08-18,36
267168,Female,Christene Tarter,Dubreuilville,Ontario,Canada,North America,1990-12-06,33
267235,Female,Glenna Johnson,Toronto,Ontario,Canada,North America,1973-04-10,51
267544,Male,Samuel Hallock,Toronto,Ontario,Canada,North America,1957-08-16,66
267561,Male,Matthew Mallette,Sarnia,Ontario,Canada,North America,2001-05-31,23
267691,Male,Michael Wilson,Regina,Saskatchewan,Canada,North America,1937-11-18,86
268251,Male,Richard O'Neill,Surrey,British Columbia,Canada,North America,1942-10-05,81
268465,Male,Elton Altieri,Blezard Valley,Ontario,Canada,North America,2001-05-14,23
268520,Female,Stephanie Manning,Lethbridge,Alberta,Canada,North America,1935-11-21,88
268540,Female,Jennie Wilkins,Balfour,British Columbia,Canada,North America,1993-01-20,31
268575,Male,Daniel Estrada,Montreal,Quebec,Canada,North America,1986-11-08,37
268628,Female,Allison Folk,Parry Sound,Ontario,Canada,North America,1973-03-24,51
268745,Male,Freddy Howell,Stonewall,Manitoba,Canada,North America,1954-08-11,70
268787,Female,Joyce Hague,Rosetown,Saskatchewan,Canada,North America,1955-04-01,69
268815,Female,Joyce Sunseri,Oshawa,Ontario,Canada,North America,1990-04-23,34
268820,Female,Patrice Morillo,Saskatoon,Saskatchewan,Canada,North America,1945-05-11,79
268913,Female,Mary Dias,Calgary,Alberta,Canada,North America,1937-04-14,87
269052,Female,Carmela Shroyer,Hauterive,Quebec,Canada,North America,1979-08-06,45
269337,Male,Eddie Morejon,Rollet,Quebec,Canada,North America,1995-10-24,28
269340,Male,Gary Anderson,Oyster River,British Columbia,Canada,North America,1935-03-18,89
269370,Male,Andres Swain,Edmonton,Alberta,Canada,North America,1955-03-17,69
269414,Female,Laura Maxwell,Montreal,Quebec,Canada,North America,1968-01-09,56
269713,Female,Jill Fitzpatrick,Beachburg,Ontario,Canada,North America,1982-07-29,42
269879,Male,Felipe Neumann,Montreal,Quebec,Canada,North America,1992-03-26,32
270034,Female,Geraldine Gilmore,Hemlock Valley,British Columbia,Canada,North America,1990-10-10,33
270320,Male,Wayne Meli,Val Des Bois,Quebec,Canada,North America,1950-08-02,74
270359,Male,Jean Gutierrez,Longueuil,Quebec,Canada,North America,1998-12-10,25
270462,Female,Michelle Swinson,Montreal,Quebec,Canada,North America,1949-04-08,75
270509,Male,Bradley Stokes,Cranbrook,British Columbia,Canada,North America,1995-05-20,29
270614,Female,Janice Lenox,Guelph,Ontario,Canada,North America,1971-03-12,53
270633,Male,Michael Blackmon,Sechelt,British Columbia,Canada,North America,1975-09-25,48
270682,Female,Joan Snyder,Toronto,Ontario,Canada,North America,1982-06-26,42
270736,Male,Raymond Lacy,Toronto,Ontario,Canada,North America,1944-04-10,80
270917,Male,Paul Sadler,Drayton Valley,Alberta,Canada,North America,1993-07-08,31
271065,Female,Henrietta Klein,Wawa,Ontario,Canada,North America,1993-10-25,30
271122,Female,Tabatha Dowdy,St Jerome,Quebec,Canada,North America,1996-08-06,28
271155,Female,Monika Ward,Vancouver,British Columbia,Canada,North America,1959-06-15,65
271212,Female,Deborah Wahl,Ottawa,Ontario,Canada,North America,1993-01-01,31
271355,Male,Henry Felker,Toronto,Ontario,Canada,North America,1967-01-19,57
271416,Female,Jasmine Heintz,Trois Rivieres,Quebec,Canada,North America,1954-06-10,70
271760,Male,Alan Youngberg,Ottawa,Ontario,Canada,North America,1975-03-04,49
271825,Female,Denice Major,Oakville,Ontario,Canada,North America,1984-05-10,40
271865,Male,Mark Foster,Brampton,Ontario,Canada,North America,1984-02-10,40
271916,Female,Catherine Davis,Hearst,Ontario,Canada,North America,1965-07-22,59
271994,Male,Ernest Hunter,Montreal,Quebec,Canada,North America,1957-12-25,66
272087,Female,Andrea Higgins,Thorburn,Nova Scotia,Canada,North America,1964-10-12,59
272146,Female,Deborah Harmon,Beauharnois,Quebec,Canada,North America,1950-07-19,74
272295,Male,Seth Abel,Toronto,Ontario,Canada,North America,1960-08-25,63
272362,Male,Robert Kelley,Silver Valley,Alberta,Canada,North America,1958-10-20,65
272462,Female,Elisa Robinson,Vancouver,British Columbia,Canada,North America,1968-02-27,56
272601,Male,Brian Manning,Toronto,Ontario,Canada,North America,1991-02-22,33
272662,Female,Helen West,Granby,Quebec,Canada,North America,1998-04-08,26
272681,Male,James Head,Toronto,Ontario,Canada,North America,2000-03-19,24
272828,Male,John Thomas,North Battleford,Saskatchewan,Canada,North America,1937-06-19,87
272995,Male,Kenneth Kwiatkowski,Toronto,Ontario,Canada,North America,1999-04-01,25
273404,Female,Kristina Abbey,Ottawa,Ontario,Canada,North America,1981-05-01,43
273661,Female,Valerie Oddo,Fillmore,Saskatchewan,Canada,North America,1952-06-21,72
273887,Male,James Davidson,Dorval,Quebec,Canada,North America,1968-06-11,56
273939,Female,Jennifer Clayborn,Windsor,Ontario,Canada,North America,1976-09-18,47
274446,Female,Rose Hunt,Regina,Saskatchewan,Canada,North America,1996-06-06,28
274692,Male,Neil Smith,Toronto,Ontario,Canada,North America,1968-01-10,56
274765,Female,Linda Myers,Grande Prairie,Alberta,Canada,North America,1947-11-28,76
274778,Male,Jan Linneman,Regina,Saskatchewan,Canada,North America,1972-11-06,51
274967,Female,Tammi Crimmins,Victoria,British Columbia,Canada,North America,1943-02-14,81
275137,Female,Lois Lanier,Toronto,Ontario,Canada,North America,1967-03-09,57
275140,Female,Dana Snider,Listowel,Ontario,Canada,North America,1967-07-27,57
275227,Female,Edna Berry,Ottawa,Ontario,Canada,North America,1944-06-20,80
275615,Female,Kathleen Castleberry,Toronto,Ontario,Canada,North America,1991-04-20,33
275718,Female,Barbara Morris,Toronto,Ontario,Canada,North America,1952-04-27,72
275830,Male,Cecil Conn,St Agapit,Quebec,Canada,North America,1978-02-15,46
275930,Male,Wesley Hensler,Toronto,Ontario,Canada,North America,1960-10-04,63
276050,Male,Michael Burr,Ottawa,Ontario,Canada,North America,1973-02-06,51
276051,Male,Antione Johnson,Toronto,Ontario,Canada,North America,1964-09-09,59
276091,Female,Cornelia Hensley,Toronto,Ontario,Canada,North America,1965-12-15,58
276098,Female,Stephanie Ziebarth,Edson,Alberta,Canada,North America,1968-12-16,55
276108,Male,Ali Mahlum,Surrey,British Columbia,Canada,North America,1949-06-19,75
276205,Female,Rhonda Armstrong,La Baie,Quebec,Canada,North America,1943-04-01,81
276325,Male,Heriberto Taylor,Toronto,Ontario,Canada,North America,1983-11-26,40
276836,Female,Susan Jacoby,Elk Lake,Ontario,Canada,North America,1941-09-04,82
276895,Female,Andrea Weiland,Toronto,Ontario,Canada,North America,1969-06-03,55
276906,Male,Jon Oliver,Francois Lake,British Columbia,Canada,North America,1965-06-07,59
276912,Female,Antonia Chavis,Toronto,Ontario,Canada,North America,1936-01-31,88
277015,Male,Robert Ellefson,Vancouver,British Columbia,Canada,North America,1957-04-09,67
277189,Female,Edith Williams,Fugereville,Quebec,Canada,North America,1963-09-28,60
277215,Male,Charles Black,Peterborough,Ontario,Canada,North America,1949-03-11,75
277538,Male,James George,Quebec,Quebec,Canada,North America,1938-07-06,86
277808,Male,David Johnson,Allan,Saskatchewan,Canada,North America,1941-09-19,82
277906,Male,John Miller,Surrey,British Columbia,Canada,North America,1963-09-03,60
277915,Male,Jeff Montalvo,Priddis,Alberta,Canada,North America,1936-07-18,88
278255,Female,Elizabeth Skinner,Quesnel,British Columbia,Canada,North America,1963-02-07,61
278518,Female,Janet Woods,Calgary,Alberta,Canada,North America,1968-01-25,56
278544,Male,Harold Meadors,Malton,Ontario,Canada,North America,1961-12-29,62
278568,Male,Billy Henderson,Montreal,Quebec,Canada,North America,1990-03-13,34
278695,Male,Reginald Juarez,Montreal,Quebec,Canada,North America,1941-04-22,83
278787,Female,Nancy Mendoza,Calgary,Alberta,Canada,North America,1939-01-21,85
278979,Female,Angela Turner,Kindersley,Saskatchewan,Canada,North America,1944-06-15,80
279068,Male,Timothy Carter,Tecumseh,Ontario,Canada,North America,1954-01-23,70
279223,Male,Rudy Bond,Vancouver,British Columbia,Canada,North America,1955-08-04,69
279240,Male,Charles Griffin,Belleville,Ontario,Canada,North America,1949-11-02,74
279486,Female,Susie Boyd,Toronto,Ontario,Canada,North America,1967-02-01,57
279490,Female,Bonnie Handy,Hepburn,Saskatchewan,Canada,North America,1968-09-01,55
280023,Female,Cleo McNair,Toronto,Ontario,Canada,North America,1984-05-30,40
280183,Female,Julia Bradley,Toronto,Ontario,Canada,North America,1977-07-24,47
280277,Male,Sam Rodriguez,Orangeville,Ontario,Canada,North America,1979-06-24,45
280305,Male,John Dyson,Baie St Paul,Quebec,Canada,North America,1998-06-27,26
280641,Female,Una Ortega,Edmonton,Alberta,Canada,North America,1941-09-22,82
281008,Male,Curt Mills,Ma-Me-O-Beach,Alberta,Canada,North America,1988-01-12,36
281485,Male,Christopher Brown,Toronto,Ontario,Canada,North America,1971-08-02,53
281546,Male,Harry Montgomery,Brantford,Ontario,Canada,North America,1991-02-27,33
281553,Female,Marissa Gay,Malton,Ontario,Canada,North America,1974-01-22,50
281638,Female,Gloria Parkinson,Ottawa,Ontario,Canada,North America,1961-02-03,63
281675,Male,Larry King,Turner Valley,Alberta,Canada,North America,1986-04-18,38
282061,Male,Philip McKenna,Toronto,Ontario,Canada,North America,1942-05-01,82
282098,Female,Alfredia Mack,Toronto,Ontario,Canada,North America,1989-01-16,35
282188,Female,Victoria Gardner,Guigues,Quebec,Canada,North America,1961-02-12,63
282556,Female,Georgia Hewitt,Elliot Lake,Ontario,Canada,North America,1963-05-31,61
282615,Female,Denise Paul,Balfour,British Columbia,Canada,North America,1974-12-20,49
282634,Male,Louis Miller,Hubbards,Nova Scotia,Canada,North America,1985-09-09,38
282724,Female,Sharon Bartlow,Calgary,Alberta,Canada,North America,1999-03-25,25
283228,Male,William Richarson,Baie Des Sables,Quebec,Canada,North America,1942-06-22,82
283301,Female,Mary Pino,Cargill,Ontario,Canada,North America,1961-08-03,63
283594,Male,Leonard Mone,Sanmaur,Quebec,Canada,North America,2000-10-31,23
283685,Male,James Arteaga,Saskatoon,Saskatchewan,Canada,North America,1950-09-15,73
283716,Male,Larry Griffin,Brantford,Ontario,Canada,North America,1996-05-27,28
283837,Male,Allen Lau,Riviere Du Loup,Quebec,Canada,North America,1939-05-18,85
283869,Male,Terry Alexander,Vancouver,British Columbia,Canada,North America,1997-07-08,27
283881,Female,Tara Carranza,Toronto,Ontario,Canada,North America,1978-10-24,45
283894,Male,John Combs,Montreal,Quebec,Canada,North America,1973-07-11,51
283982,Female,Elizabeth Lewandowski,Cadillac,Quebec,Canada,North America,1995-01-19,29
284037,Male,Daniel Brink,Chicoutimi,Quebec,Canada,North America,1977-05-11,47
284118,Female,Terri Nelson,Oyen,Alberta,Canada,North America,1994-11-20,29
284243,Female,Ruth Baggett,Thunder Bay,Ontario,Canada,North America,1999-03-28,25
284346,Male,Aaron Larry,Calgary,Alberta,Canada,North America,1952-10-10,71
284579,Male,Michael Moore,Hamilton,Ontario,Canada,North America,1992-11-01,31
284628,Female,Marina Swann,Seton Portage,British Columbia,Canada,North America,1987-10-26,36
284716,Male,Charles Glenn,Georgetown,Ontario,Canada,North America,1994-09-15,29
284942,Male,Christopher Kuhn,Toronto,Ontario,Canada,North America,1957-08-30,66
285106,Female,Virgie Porter,Burford,Ontario,Canada,North America,1998-08-18,25
285254,Male,Walter Barker,Rawdon,Quebec,Canada,North America,1972-02-20,52
285421,Male,Tyrone Bailey,Lloydminster,Alberta,Canada,North America,1939-05-14,85
285552,Male,Douglas Michel,Slocan,British Columbia,Canada,North America,1957-12-15,66
285706,Male,Carroll Becker,Delhi,Ontario,Canada,North America,1967-01-04,57
285730,Female,Sharon Vann,Quebec,Quebec,Canada,North America,1949-01-10,75
285844,Male,Edward Kerr,Langley,British Columbia,Canada,North America,1955-03-26,69
285999,Female,Geraldine Johnson,Kelowna,British Columbia,Canada,North America,1938-08-15,86
286075,Male,Ernest Sommer,Vermilion,Alberta,Canada,North America,1967-05-15,57
286077,Male,Joe Bradshaw,Calgary,Alberta,Canada,North America,1996-07-23,28
286234,Female,Lena Gillette,Brookland,Nova Scotia,Canada,North America,1980-11-10,43
286350,Female,Kathleen Stoneking,Ottawa,Ontario,Canada,North America,1982-09-07,41
286542,Female,Elizabeth Williams,Bredenbury,Saskatchewan,Canada,North America,1995-03-10,29
286855,Male,Scott Parks,Calgary,Alberta,Canada,North America,1952-06-27,72
286857,Female,Phyllis Chill,Toronto,Ontario,Canada,North America,1982-12-29,41
286879,Male,Albert Fitzpatrick,Ottawa,Ontario,Canada,North America,1978-02-26,46
286900,Female,Joslyn Dubuque,Aneroid,Saskatchewan,Canada,North America,1974-02-01,50
287047,Female,Evelyn Blue,Long Sault,Ontario,Canada,North America,1978-08-27,45
287707,Female,Kimberly Holtz,Montreal,Quebec,Canada,North America,1936-09-27,87
287877,Male,Clifford Terrones,Hillsburgh,Ontario,Canada,North America,1990-06-29,34
287889,Female,Kay Gibson,Burlington,Ontario,Canada,North America,1982-09-27,41
288287,Male,Henry James,Chicoutimi,Quebec,Canada,North America,1968-11-17,55
288302,Male,Dwayne Rogers,Malton,Ontario,Canada,North America,1946-01-04,78
288497,Female,Melissa Graham,Vegreville,Alberta,Canada,North America,1953-08-12,71
288532,Male,Antony Depaz,Aldergrove,British Columbia,Canada,North America,1948-11-21,75
288604,Male,Troy Christiansen,Decker Lake,British Columbia,Canada,North America,1959-05-24,65
288614,Male,Tony Sun,Winnipeg,Manitoba,Canada,North America,1969-06-06,55
288667,Female,Sarah McCoy,Thunder Bay,Ontario,Canada,North America,1980-03-21,44
288828,Male,Albert Johnson,Minaki,Ontario,Canada,North America,1944-09-24,79
289230,Female,Rose Lemons,Chetwynd,British Columbia,Canada,North America,1964-04-28,60
289281,Male,Eugene Burkholder,Rochebaucourt,Quebec,Canada,North America,1992-06-09,32
289312,Female,Susanna Whisler,Elk Lake,Ontario,Canada,North America,1980-05-23,44
289320,Male,Joe Salmon,Newmarket,Ontario,Canada,North America,1964-04-08,60
289547,Female,Aileen Jung,Langley,British Columbia,Canada,North America,1964-09-24,59
289616,Female,Anna Miller,Neepawa,Manitoba,Canada,North America,1968-06-03,56
289674,Male,Martin Fergerson,Vancouver,British Columbia,Canada,North America,1936-03-20,88
289810,Female,Kelly Johnson,Toronto,Ontario,Canada,North America,1977-02-06,47
289990,Male,Richard Goines,Calgary,Alberta,Canada,North America,1966-07-20,58
290147,Female,Emma Yoder,Windsor,Ontario,Canada,North America,1967-02-24,57
290166,Male,Nick Cannon,Peterborough,Ontario,Canada,North America,1980-05-05,44
290747,Female,Maria Entrekin,Calgary,Alberta,Canada,North America,1993-07-30,31
290812,Female,Suzanne Smith,Castlegar,British Columbia,Canada,North America,1988-04-16,36
290888,Male,Andrea Walker,Hamilton,Ontario,Canada,North America,1967-07-20,57
290918,Female,Stella Stanley,Oak Ridges,Ontario,Canada,North America,1994-10-01,29
291149,Male,Harold Cooper,Toronto,Ontario,Canada,North America,1951-09-18,72
291316,Female,Daisy Driscoll,Toronto,Ontario,Canada,North America,1952-07-26,72
291325,Female,Mildred Crowley,Toronto,Ontario,Canada,North America,1957-08-12,67
291356,Male,Fred Soto,Montreal,Quebec,Canada,North America,1972-07-19,52
291425,Male,Louie Morales,Montreal,Quebec,Canada,North America,1954-05-29,70
291743,Female,Doris Welch,Sayabec,Quebec,Canada,North America,1968-05-26,56
291843,Male,Harold Perez,Bonaventure,Quebec,Canada,North America,1975-12-07,48
291985,Female,Ann Collins,Toronto,Ontario,Canada,North America,1965-05-15,59
292054,Male,Danny Chappel,Toronto,Ontario,Canada,North America,1999-07-24,25
292203,Female,Elizabeth Evans,Toronto,Ontario,Canada,North America,1959-07-06,65
292261,Male,Douglas Helton,St Catharines,Ontario,Canada,North America,1993-06-26,31
292301,Female,Denise Watkins,Wolfe Island,Ontario,Canada,North America,1948-06-07,76
